,date,market-price,difficulty,total-bitcoins,blocks-size,market-cap,open,high,low,close,volume,Number of Trades,TB Base Volume,close_nextday
824,2021-02-13,47471.4,21434395961349.0,18627181.25,327517.986707,889848389084.375,47298.15,48150.0,46202.53,47153.69,63768.097399,2058823,30996.309859,48577.79
825,2021-02-14,47185.19,21434395961349.0,18628287.5,327725.18977,884387263206.25,47156.78,49707.43,47014.17,48577.79,73735.475533,2090070,38752.156681,47911.1
826,2021-02-15,48720.37,21434395961349.0,18629393.75,327922.427974,887420485978.125,48580.47,49010.92,45570.79,47911.1,79398.156784,2313155,38176.364661,49133.45
827,2021-02-16,47951.85,21434395961349.0,18630506.25,328122.176804,905954942671.875,47911.1,50689.18,47003.62,49133.45,88813.266298,2199849,45608.603838,51552.6
828,2021-02-18,52118.23,21434395961349.0,18631612.5,328457.321409,975402177600.0,52117.67,52530.0,50901.9,51552.6,60758.046954,1891592,28893.358623,55906.0
829,2021-02-19,51608.15,21455226865438.4,18632731.25,328636.151912,965063682362.5,51552.61,56368.0,50710.2,55906.0,79659.77802,2339215,40556.020246,55841.19
830,2021-02-20,55916.5,21724134900047.0,18633837.5,328839.303891,1040150126168.75,55906.0,57700.46,53863.93,55841.19,80948.205314,2642846,38636.066274,57408.57
831,2021-02-21,56001.2,21724134900047.0,18634950.0,329032.254856,1074994360650.0,55841.19,58352.8,55477.59,57408.57,58166.708511,1950533,29506.089085,48891.0
832,2021-02-23,54123.4,21724134900047.0,18636056.25,329413.704812,984198084646.875,54087.67,54183.59,44892.56,48891.0,169375.025051,3825196,82464.142992,49676.2
833,2021-02-24,48880.43,21724134900047.0,18637168.75,329578.417244,944643535262.5,48891.0,51374.99,46988.69,49676.2,91881.209252,2194532,45750.714831,47073.73
834,2021-02-25,50624.84,21724134900047.0,18638281.25,329786.708488,928661682421.875,49676.21,52041.73,46674.34,47073.73,83310.673121,2305679,40610.664759,46276.87
835,2021-02-26,46800.42,21724134900047.0,18639400.0,329989.843206,897673504000.0,47073.73,48424.11,44106.78,46276.87,109423.200663,2371766,53626.904622,46106.43
836,2021-02-27,46340.31,21724134900047.0,18640506.25,330169.429139,884137851943.75,46276.88,48394.0,45000.0,46106.43,66060.834292,1757720,31987.019647,49587.03
837,2021-03-01,45113.92,21724134900047.0,18641612.5,330551.101988,862435560700.0,45134.11,49790.0,44950.53,49587.03,85086.111648,2147223,42616.994361,48440.65
838,2021-03-02,49618.43,21724134900047.0,18642718.75,330726.624019,906492877859.375,49595.76,50200.0,47047.6,48440.65,64221.06214,1855583,31377.038077,50349.37
839,2021-03-03,48356.04,21724134900047.0,18643837.5,330913.419605,953800082662.5,48436.61,52640.0,48100.71,50349.37,81035.913705,2242131,40955.368399,48751.71
840,2021-03-05,48448.91,21724134900047.0,18644950.0,331276.103795,867857165175.0,48374.09,49448.93,46300.0,48751.71,78192.496372,2054216,38318.310377,48882.2
841,2021-03-06,48861.38,21473685655440.383,18646056.25,331473.313681,904398989321.875,48746.81,49200.0,47070.0,48882.2,44399.234242,1476474,21500.615617,50971.75
842,2021-03-07,48881.59,21448277761060.0,18647162.5,331678.922192,945513698143.75,48882.2,51450.03,48882.2,50971.75,55235.028032,1758101,27885.596964,52375.17
843,2021-03-08,51169.7,21448277761060.0,18648268.75,331878.969768,950045375603.125,50959.11,52402.78,49274.67,52375.17,66987.359664,1999401,33595.42957,54884.5
844,2021-03-09,52299.33,21448277761060.0,18649375.0,332097.375819,1010329890625.0,52375.18,54895.0,51789.41,54884.5,71656.737076,2194398,35011.541086,57773.16
845,2021-03-11,55997.23,21448277761060.0,18650481.25,332475.006879,1047224522187.5,55851.59,58150.0,54272.82,57773.16,81914.812859,2509970,40603.449668,57221.72
846,2021-03-12,57764.0,21448277761060.0,18651587.5,332644.403425,1066833501825.0,57773.15,58081.51,54962.84,57221.72,73405.406047,2489931,35802.941462,61188.39
847,2021-03-13,57253.28,21448277761060.0,18652693.75,332841.658419,1116643511343.75,57221.72,61844.0,56078.23,61188.39,83245.091346,2559002,44387.231918,58968.31
848,2021-03-14,61258.73,21448277761060.0,18653800.0,333042.766242,1115879642900.0,61188.38,61724.79,58966.78,58968.31,52601.05275,1829769,25325.26705,56900.75
849,2021-03-16,55754.72,21448277761060.0,18654906.25,333450.257261,1051875543812.5,55605.2,56938.29,53271.34,56900.75,77986.694355,2241208,37825.501493,58912.97
850,2021-03-17,56872.38,21448277761060.0,18656012.5,333647.490914,1053122577618.75,56900.74,58974.73,54123.69,58912.97,70421.620841,2204296,34778.745775,57648.16
851,2021-03-18,58913.0,21448277761060.0,18657125.0,333823.259823,1087561130500.0,58912.97,60129.97,57023.0,57648.16,66580.406675,2040947,32287.379911,58030.01
852,2021-03-19,57665.9,21524403218194.305,18658243.75,334015.053008,1084239873434.375,57641.0,59468.0,56270.74,58030.01,52392.652961,1885830,25552.511223,58102.28
853,2021-03-20,58075.1,21865558044611.0,18659350.0,334210.720246,1105734421650.0002,58030.01,59880.0,57820.17,58102.28,44476.941776,1724131,22212.446723,57351.56
854,2021-03-21,58085.8,21865558044611.0,18660462.5,334416.459813,1078070900012.5001,58100.02,58589.1,55450.11,57351.56,48564.470274,1773546,23648.941676,54340.89
855,2021-03-23,54204.96,21865558044611.0,18661568.75,334848.593397,1009404253687.5,54083.25,55830.9,53000.0,54340.89,59789.365427,1740349,29563.40974,52303.65
856,2021-03-24,54477.46,21865558044611.0,18662687.5,335066.392469,1016565919468.75,54342.8,57200.0,51700.0,52303.65,83537.465021,2401988,39323.130067,51293.78
857,2021-03-25,52508.23,21865558044611.0,18663800.0,335271.991469,977721826800.0,52303.66,53287.0,50427.56,51293.78,87400.534538,2099425,42947.397733,55025.59
858,2021-03-26,51415.92,21865558044611.0,18664912.5,335474.719544,989399014256.25,51293.78,55073.46,51214.6,55025.59,63813.774692,1773150,31822.545238,55817.14
859,2021-03-27,55074.47,21865558044611.0,18666025.0,335654.039524,1040182909150.0,55025.59,56700.36,53950.0,55817.14,50105.475055,1528776,24739.948471,55777.63
860,2021-03-28,55863.93,21865558044611.0,18667131.25,335860.427386,1025945533500.0,55817.14,56559.75,54691.84,55777.63,39050.387511,1551283,19262.725935,58746.57
861,2021-03-30,57627.67,21865558044611.0,18668250.0,336263.283195,1077531390000.0,57635.46,59368.0,57071.35,58746.57,55122.443122,1612744,27541.52668,58740.55
862,2021-03-31,58730.13,21865558044611.0,18669356.25,336454.897283,1097711474109.3749,58746.57,59800.0,56769.0,58740.55,60975.542666,1928224,31074.813187,58720.44
863,2021-04-01,58735.25,21865558044611.0,18670462.5,336666.2046,1100287696050.0,58739.46,59490.0,57935.45,58720.44,47415.61722,1594431,22966.256736,58950.01
864,2021-04-02,58736.92,23064760716651.37,18671568.75,336859.858346,1111733210728.125,58720.45,60200.0,58428.57,58950.01,47382.418781,1666356,23695.695154,58202.01
865,2021-04-04,57076.49,23137439666472.0,18672681.25,337215.791774,1075546440000.0,57051.95,58492.85,56388.0,58202.01,41314.081973,1499113,20609.134161,59129.99
866,2021-04-05,58206.55,23137439666472.0,18673787.5,337415.783116,1080353302025.0,58202.01,59272.0,56777.77,59129.99,54258.01579,2035877,27269.49269,57991.15
867,2021-04-06,59054.1,23137439666472.0,18674893.75,337635.553683,1100707575071.875,59129.99,59495.24,57413.02,57991.15,54201.000727,1960513,26699.197872,55953.45
868,2021-04-07,58020.46,23137439666472.0,18676000.0,337829.001614,1052009742000.0,57990.03,58655.0,55473.0,55953.45,71228.405659,2206433,34737.582155,58077.52
869,2021-04-08,55947.27,23137439666472.0,18677106.25,338033.739108,1077426228243.75,55953.44,58153.31,55700.0,58077.52,44283.147019,1661080,22161.69051,59769.13
870,2021-04-10,58102.58,23137439666472.0,18678218.75,338411.736447,1087529947609.375,58142.55,61500.0,57900.01,59769.13,69906.424117,2470398,36018.637566,60002.43
871,2021-04-11,59774.0,23137439666472.0,18679325.0,338623.94498,1122888943050.0,59769.13,60699.0,59232.52,60002.43,41156.715391,1746102,20798.058779,59860.0
872,2021-04-12,59964.87,23137439666472.0,18680437.5,338823.530598,1124982647343.75,59998.8,61300.0,59350.59,59860.0,56375.037117,1806298,27645.201153,63575.0
873,2021-04-13,59834.74,23137439666472.0,18681543.75,339017.377876,1171631697825.0,59860.01,63777.77,59805.15,63575.0,82848.688746,2703735,41662.533028,62959.53
874,2021-04-14,63554.44,23137439666472.0,18682656.25,339207.511127,1161435349765.625,63575.01,64854.0,61301.0,62959.53,82616.343993,2645625,40070.377527,61334.8
875,2021-04-16,63252.63,23581981443664.0,18683781.25,339607.8903,1188914394171.875,63158.74,63520.61,60000.0,61334.8,91764.139884,2639940,43570.023147,60006.66
876,2021-04-17,61455.98,23581981443664.0,18684887.5,339744.025508,1143860785418.75,61334.81,62506.05,59580.91,60006.66,58912.256128,2268816,28386.274106,55633.14
877,2021-04-19,56251.48,23581981443664.0,18686012.5,340027.633384,1061692515218.75,56150.01,57526.81,54221.58,55633.14,78229.042267,2390527,38362.384979,56425.0
878,2021-04-20,55703.14,23581981443664.0,18687125.0,340154.065016,1053682886687.5,55633.14,57076.24,53329.96,56425.0,72744.482151,2148820,35519.589727,51690.96
879,2021-04-22,53808.8,23581981443664.0,18688231.25,340456.355086,1017022888740.625,53787.62,55521.48,50500.0,51690.96,104656.631337,2744621,50550.77147,51125.14
880,2021-04-23,51731.71,23581981443664.0,18689337.5,340638.819333,921552542787.5,51690.95,52131.85,47500.0,51125.14,132230.780719,2888237,63769.621253,49066.77
881,2021-04-25,50110.53,23581981443664.0,18690443.75,341008.684802,946512107165.625,50047.84,50567.91,46930.0,49066.77,58255.645004,1475479,27767.331394,54001.39
882,2021-04-26,49075.58,23581981443664.0,18691550.0,341197.87946,970754995025.0,49066.76,54356.62,48753.44,54001.39,86310.802124,2174544,43183.936749,55011.97
883,2021-04-27,54056.64,23581981443664.0,18692662.5,341347.825882,1025797240012.5,54001.38,55460.0,53222.0,55011.97,54064.034675,1568666,25631.074629,54846.22
884,2021-04-28,55071.46,23581981443664.0,18693768.75,341534.906773,1024110080315.625,55011.97,56428.0,53813.16,54846.22,55130.459015,1830042,26762.033422,57694.27
885,2021-04-30,53584.15,23581981443664.0,18694881.25,341887.630878,1010813534306.25,53555.0,57963.0,53013.01,57694.27,68578.910045,2267648,35634.129087,57800.37
886,2021-05-01,57796.62,23004465874892.836,18696000.0,342089.017911,1074580644000.0,57697.25,58458.07,56956.14,57800.37,42600.351836,1743013,20574.810226,56578.21
887,2021-05-02,57857.5,20608845737768.0,18697106.25,342275.902188,1063855997071.875,57797.35,57911.02,56035.25,56578.21,36812.878863,1371638,18172.891836,57169.39
888,2021-05-03,56610.46,20608845737768.0,18698212.5,342536.559431,1096341642618.75,56578.21,58981.44,56435.0,57169.39,57649.931286,2102128,28536.055533,53200.01
889,2021-05-04,57213.33,20608845737768.0,18699325.0,342795.146937,1042774622210.6385,57169.39,57200.0,53046.69,53200.01,85324.625903,2492629,41029.688246,57436.11
890,2021-05-05,53241.72,20608845737768.0,18700431.25,343037.180057,1050029214687.5,53205.05,58069.82,52900.0,57436.11,77263.923439,2378119,38729.475016,56393.68
891,2021-05-06,57473.23,20608845737768.0,18701543.75,343248.656962,1066736055499.9999,57436.11,58360.0,55200.0,56393.68,70181.671908,2459881,34248.899643,57314.75
892,2021-05-07,56428.16,20608845737768.0,18702650.0,343480.129422,1085463950132.7955,56393.68,58650.0,55241.63,57314.75,74542.747829,2361692,36877.602566,58862.05
893,2021-05-08,57380.27,20608845737768.0,18703775.0,343703.135233,1101839385250.0,57315.49,59500.0,56900.0,58862.05,69709.906028,2311378,34329.699156,58240.84
894,2021-05-09,58928.81,20608845737768.0,18704881.25,343927.508323,1071228549187.5,58866.53,59300.0,56235.66,58240.84,69806.11991,2170139,34301.050457,55816.14
895,2021-05-10,58280.73,20608845737768.0,18705987.5,344180.666334,1093374322368.75,58240.83,59500.0,53400.0,55816.14,89586.34925,2575419,43057.977029,56670.02
896,2021-05-11,55883.5,20608845737768.0,18707093.75,344427.945246,1050066586375.0,55816.14,56862.43,54370.0,56670.02,64329.54055,1911480,30880.828339,49631.32
897,2021-05-12,56750.0,20608845737768.0,18708200.0,344660.020821,1027473052199.9999,56670.02,58000.01,48600.0,49631.32,99842.789836,2676826,48299.826001,49670.97
898,2021-05-13,49007.09,23227330060562.566,18709306.25,344896.112155,914651209296.8751,49537.15,51367.19,46000.0,49670.97,147332.002121,3570506,71742.003359,46762.99
899,2021-05-15,49922.52,25046487590083.0,18710412.5,345283.587084,947598196268.75,49844.16,50700.0,46555.0,46762.99,89437.449359,2286791,42257.918463,46431.5
900,2021-05-16,46736.58,25046487590083.0,18711525.0,345449.023539,917828368537.5,46762.99,49795.89,43825.39,46431.5,114269.812775,2661295,53797.590877,42849.78
901,2021-05-18,43596.24,25046487590083.0,18712631.25,345792.055966,824525314453.125,43538.02,45799.29,42250.02,42849.78,116979.860784,2561165,55703.00041,36690.09
902,2021-05-19,42912.19,25046487590083.0,18713743.75,345925.142902,589136723865.625,42849.78,43584.9,30000.0,36690.09,354347.243161,6331062,168271.347308,37252.01
903,2021-05-21,40784.32,25046487590083.0,18714856.25,346236.224679,777686494040.625,40525.39,42200.0,33488.0,37252.01,202100.888258,3993336,94002.431409,37449.73
904,2021-05-22,37280.35,25046487590083.0,18715962.5,346378.108377,712844221718.75,37263.35,38829.0,35200.62,37449.73,126542.243689,2716691,63310.452012,38796.29
905,2021-05-24,34754.54,25046487590083.0,18717068.75,346691.878524,658185722593.75,34681.44,39920.0,34031.0,38796.29,161630.893971,3510578,81584.825314,38324.72
906,2021-05-25,38728.59,25046487590083.0,18718175.0,346861.353216,692301061462.5,38810.99,39791.77,36419.62,38324.72,111996.228404,2508310,54153.536814,38529.98
907,2021-05-27,39266.04,25046487590083.0,18719281.25,347187.215018,730501231500.0,39241.92,40411.14,37134.27,38529.98,86547.158794,2102182,42256.012801,35663.49
908,2021-05-28,38445.29,25046487590083.0,18720387.5,347335.098219,672979210237.5,38529.99,38877.83,34684.0,35663.49,135377.62972,2659178,64327.281853,35641.27
909,2021-05-30,34647.67,21214345448186.625,18721493.75,347648.846394,635117314721.875,34605.15,36488.0,33379.0,35641.27,73535.386967,1559892,37406.813903,37253.81
910,2021-05-31,35684.59,21047730572452.0,18722606.25,347864.261836,669258283012.5,35641.26,37499.0,34153.84,37253.81,94160.735289,1896359,46337.932504,36693.09
911,2021-06-01,37310.54,21047730572452.0,18723712.5,348067.570582,677789030643.75,37253.82,37894.81,35666.0,36693.09,81234.66377,1760417,40291.834851,37568.68
912,2021-06-02,36662.64,21047730572452.0,18724825.0,348261.406039,714005664487.5,36694.85,38225.0,35920.0,37568.68,67587.372495,1530915,34328.496287,39246.79
913,2021-06-03,37585.24,21047730572452.0,18725931.25,348475.947099,722867761078.125,37568.68,39476.0,37170.0,39246.79,75889.106011,1949658,38664.297849,35513.2
914,2021-06-05,36885.51,21047730572452.0,18727043.75,348833.967405,701000065171.875,36829.15,37925.0,34800.0,35513.2,70459.62149,1463754,34397.77436,35796.31
915,2021-06-06,35530.38,21047730572452.0,18728150.0,348976.235834,672827516900.0,35516.07,36480.0,35222.0,35796.31,47650.206637,993430,23661.260636,33552.79
916,2021-06-07,35816.17,21047730572452.0,18729268.75,349119.450745,670947959065.625,35796.31,36900.0,33300.0,33552.79,77574.952573,1532260,36431.560586,37388.05
917,2021-06-09,33450.19,21047730572452.0,18730375.0,349477.10319,627579944750.0,33380.8,37534.79,32396.82,37388.05,136607.597517,2601479,68790.289265,36675.72
918,2021-06-10,37338.36,21047730572452.0,18731493.75,349611.985192,681826372500.0,37388.05,38491.0,35782.0,36675.72,109527.284943,2231430,53639.424022,35546.11
919,2021-06-12,37313.18,21047730572452.0,18732600.0,349913.53016,693921068100.0,37331.98,37463.63,34600.36,35546.11,87717.54999,1719650,42571.205313,39020.57
920,2021-06-13,35494.9,20836567779802.566,18733718.75,350110.221082,674048567484.375,35546.12,39380.0,34757.0,39020.57,86921.025555,1894103,45675.273616,40516.29
921,2021-06-14,39066.82,19932791027263.0,18734837.5,350265.701345,749768196750.0,39020.56,41064.05,38730.0,40516.29,108522.391949,2185089,53645.908744,38349.01
922,2021-06-16,40188.56,19932791027263.0,18735943.75,350605.451298,751405024093.7499,40143.8,40527.14,38116.01,38349.01,87771.976937,2134897,42137.242251,38092.97
923,2021-06-17,38324.87,19932791027263.0,18737050.0,350771.893461,735344895775.0,38349.0,39559.88,37365.0,38092.97,79541.307119,1620210,37936.812673,35819.84
924,2021-06-18,38068.04,19932791027263.0,18738156.25,350924.115207,664248900906.25,38092.97,38202.84,35129.29,35819.84,95228.042935,1809253,44824.436567,35600.16
925,2021-06-20,35524.17,19932791027263.0,18739262.5,351190.750531,629929678568.75,35483.72,36137.72,33336.0,35600.16,89878.17085,1691871,44194.067387,32509.56
926,2021-06-22,31686.55,19932791027263.0,18740368.75,351465.383959,610270738159.375,31614.12,33298.78,28805.0,32509.56,204208.179762,3113977,99149.182266,34663.09
927,2021-06-24,33674.66,19932791027263.0,18741481.25,351732.681689,621861089356.25,33675.07,35298.0,32286.57,34663.09,86625.80426,1531230,43994.708298,31584.45
928,2021-06-25,34639.38,19932791027263.0,18742587.5,351877.557992,602002539206.25,34663.08,35500.0,31275.0,31584.45,116061.130356,2094932,55656.156252,34494.89
929,2021-06-28,34644.45,19932791027263.0,18743693.75,352241.725649,639347393812.5,34702.49,35297.71,33862.72,34494.89,82222.267819,1868627,40552.29218,35045.0
930,2021-06-30,35847.7,19932791027263.0,18744800.0,352487.065316,674625352000.0,35911.72,36100.0,34017.55,35045.0,77152.197634,1301036,37035.769674,33786.55
931,2021-07-02,33536.88,19932791027263.0,18745906.25,352740.54519,628831425156.25,33502.33,33977.04,32699.0,33786.55,56172.181378,1176457,27271.658005,34669.13
932,2021-07-03,33856.86,15634861856766.197,18747012.5,352866.771075,648974705218.75,33786.54,34945.61,33316.73,34669.13,43044.578641,1078278,21331.875045,33690.14
933,2021-07-05,35309.3,14363025673660.0,18748118.75,353212.926524,649622314687.5,35288.13,35293.78,33125.55,33690.14,64123.874245,1109367,31489.855372,34220.01
934,2021-07-06,33747.97,14363025673660.0,18749225.0,353386.979826,635176869937.5,33690.15,35118.88,33532.0,34220.01,58210.596349,1184687,27801.954493,33862.12
935,2021-07-07,34211.01,14363025673660.0,18750331.25,353543.967417,646689549646.875,34220.02,35059.09,33777.77,33862.12,53807.521675,1041416,27294.923927,33815.81
936,2021-07-09,32877.41,14363025673660.0,18751443.75,353831.436646,606271679325.0,32875.71,34100.0,32261.07,33815.81,47153.939899,1236351,23660.068601,33502.87
937,2021-07-10,33818.52,14363025673660.0,18752550.0,353996.544695,632823552300.0,33815.81,34262.0,33004.78,33502.87,34761.175468,865508,17012.759197,34258.99
938,2021-07-11,33515.57,14363025673660.0,18753656.25,354131.879334,634745626265.625,33502.87,34666.0,33306.47,34258.99,31572.647448,952891,16434.537508,32729.77
939,2021-07-13,33158.25,14363025673660.0,18754775.0,354418.993998,620904958537.5,33086.94,33340.0,32202.25,32729.77,41126.361008,956053,19588.278507,32820.02
940,2021-07-14,32686.56,14363025673660.0,18755881.25,354576.61998,598171942765.625,32729.12,33114.03,31550.0,32820.02,46777.823484,1123129,22516.485719,31880.0
941,2021-07-15,32814.61,14363025673660.0,18756993.75,354731.335208,609939922762.5,32820.03,33185.25,31133.0,31880.0,51639.576353,1099367,24866.405787,31383.87
942,2021-07-16,31738.59,14363025673660.0,18758100.0,354886.561004,597445484999.9999,31874.49,32249.18,31020.0,31383.87,48499.864154,1067591,23963.744568,31778.56
943,2021-07-18,31520.66,13672594272814.0,18759206.25,355138.097216,595501622803.1251,31520.07,32435.0,31108.97,31778.56,35923.716186,760979,17554.182653,30839.65
944,2021-07-19,31783.49,13672594272814.0,18760312.5,355254.012199,591709636406.25,31778.57,31899.0,30407.44,30839.65,47340.468499,846029,22709.510045,29790.35
945,2021-07-20,30815.94,13672594272814.0,18761418.75,355409.394437,554775152437.5,30839.65,31063.07,29278.0,29790.35,61034.049017,1062139,28424.82505,32144.51
946,2021-07-21,29790.24,13672594272814.0,18762531.25,355566.233502,593318144453.125,29790.34,32858.0,29482.61,32144.51,82796.265128,1415058,42584.672219,32287.83
947,2021-07-22,32118.06,13672594272814.0,18763637.5,355724.623146,607313273143.75,32144.51,32591.35,31708.0,32287.83,46148.092433,1000742,23274.512805,34258.14
948,2021-07-24,33581.63,13672594272814.0,18764756.25,356011.421599,630477045243.75,33634.1,34500.0,33401.14,34258.14,47977.550138,1196914,23937.617814,35381.02
949,2021-07-25,34279.34,13672594272814.0,18765862.5,356140.836367,641736199912.5,34261.51,35398.0,33851.12,35381.02,47852.928313,1245775,24632.1493,37237.6
950,2021-07-26,35365.2,13672594272814.0,18766968.75,356262.687821,733225469062.5,35381.02,40550.0,35205.78,37237.6,152452.512724,3330102,77191.346075,39457.87
951,2021-07-27,37318.14,13672594272814.0,18768075.0,356435.350901,706439727037.5,37241.33,39542.61,36383.0,39457.87,88397.267015,1938478,45137.303439,40019.56
952,2021-07-28,39405.95,13672594272814.0,18769181.25,356620.439862,765210134971.875,39456.61,40900.0,38772.0,40019.56,101344.528441,2631048,49019.136276,40016.48
953,2021-07-29,40002.53,13672594272814.0,18770293.75,356779.797033,747986820790.625,40019.57,40640.0,39200.0,40016.48,53998.439283,1428738,26700.926244,42206.37
954,2021-07-30,40005.93,13672594272814.0,18771406.25,356943.395109,731725181888.5481,40018.49,42316.71,38313.23,42206.37,73602.784805,1797012,37730.426862,41461.83
955,2021-07-31,42214.15,14319158983942.734,18772512.5,357097.583445,775304766250.0,42206.36,42448.0,41000.15,41461.83,44849.791012,1565380,22844.24505,39147.82
956,2021-08-02,40000.46,14496442856349.0,18773625.0,357345.534188,754812366750.0,39850.27,40480.01,38690.0,39147.82,50837.351954,1162878,24558.005343,38207.05
957,2021-08-03,39193.94,14496442856349.0,18774731.25,357527.27294,730243171968.75,39146.86,39780.0,37642.03,38207.05,57117.435853,1379871,27683.466598,39723.18
958,2021-08-04,38138.0,14496442856349.0,18775843.75,357687.067276,709726893750.0001,38207.04,39969.66,37508.56,39723.18,52329.35243,1220555,26804.211169,40862.46
959,2021-08-05,39750.14,14496442856349.0,18776950.0,357847.449786,709149070650.0,39723.17,41350.0,37332.7,40862.46,84343.755621,1913281,41673.129081,42836.87
960,2021-08-06,40882.0,14496442856349.0,18778056.25,358001.545754,766224687707.1665,40862.46,43392.43,39853.86,42836.87,75753.941347,2223356,38278.004758,44572.54
961,2021-08-07,42825.95,14496442856349.0,18779162.5,358166.416864,817719851900.0,42836.87,44700.0,42446.41,44572.54,73396.740808,2258213,37355.623845,43794.37
962,2021-08-08,44634.13,14496442856349.0,18780268.75,358297.66694,820603843031.25,44572.54,45310.0,43261.0,43794.37,69329.092698,1857112,34099.15066,45584.99
963,2021-08-10,46333.46,14496442856349.0,18781375.0,358597.178472,859576580312.5,46248.87,46700.0,44589.46,45584.99,53814.643421,1951330,26592.369314,45511.0
964,2021-08-11,45608.37,14496442856349.0,18782487.5,358760.575738,858941935862.5,45585.0,46743.47,45341.14,45511.0,52734.901977,1862925,27064.393843,44399.0
965,2021-08-12,45611.46,14496442856349.0,18783593.75,358923.618005,847675410546.875,45510.67,46218.12,43770.0,44399.0,55266.108781,1623329,26765.08804,47800.0
966,2021-08-13,44417.78,15324761487407.408,18784700.0,359078.930183,870661452650.0,44400.06,47886.0,44217.39,47800.0,48239.370431,1804716,25367.988236,47068.51
967,2021-08-14,47833.98,15556093717703.0,18785806.25,359255.550962,871464159034.375,47799.99,48144.0,45971.03,47068.51,46114.359022,1849556,22999.528519,46973.82
968,2021-08-15,47112.19,15556093717703.0,18786912.5,359380.992479,864949451499.9999,47068.5,47372.27,45500.0,46973.82,42110.711334,1580122,21129.919776,45901.29
969,2021-08-16,47056.41,15556093717703.0,18788018.75,359529.874091,872524984759.375,46973.82,48053.83,45660.0,45901.29,52480.574014,1655378,25847.872438,44695.95
970,2021-08-17,45982.55,15556093717703.0,18789131.25,359708.715967,857357453503.125,45901.3,47160.0,44376.0,44695.95,57039.341629,1781303,27320.261808,46760.62
971,2021-08-19,44777.86,15556093717703.0,18790243.75,360073.64322,841737154146.875,44699.37,47033.0,43927.7,46760.62,53411.75392,1774382,27193.50515,49322.47
972,2021-08-20,46734.65,15556093717703.0,18791350.0,360245.297393,885457807675.0,46760.62,49382.99,46622.99,49322.47,56850.352228,1950404,29725.885112,48821.87
973,2021-08-21,49327.75,15556093717703.0,18792456.25,360429.618841,915408732621.8749,49322.47,49757.04,48222.0,48821.87,46745.136584,2069725,23119.673786,49239.22
974,2021-08-22,48932.02,15556093717703.0,18793562.5,360572.254197,923985500312.4999,48821.88,49500.0,48050.0,49239.22,37007.887795,1610192,18587.877552,49488.85
975,2021-08-23,49335.68,15556093717703.0,18794668.75,360710.403065,945400030128.125,49239.22,50500.0,49029.0,49488.85,52462.541954,2143309,26218.97512,47674.01
976,2021-08-24,49523.5,15556093717703.0,18795781.25,360893.540572,930165622500.0,49488.85,49860.0,47600.0,47674.01,51014.594748,1692896,24702.923443,48973.32
977,2021-08-25,47744.58,16431142929372.8,18796893.75,361068.087163,893839290046.875,47674.01,49264.3,47126.28,48973.32,44655.830342,1559186,21796.877672,46843.87
978,2021-08-26,48972.09,17615033039279.0,18798006.25,361221.67933,886354191696.875,48973.32,49352.84,46250.0,46843.87,49371.277774,1532753,23686.563496,49069.9
979,2021-08-27,46962.8,17615033039279.0,18799112.5,361370.5155,905938630931.25,46843.86,49149.93,46348.0,49069.9,42068.104965,1320503,21727.05079,48767.83
980,2021-08-29,48897.65,17615033039279.0,18800218.75,361651.722897,917262672812.5,48895.35,49632.27,47762.54,48767.83,32652.283473,1193046,16157.043096,46982.91
981,2021-08-30,48806.78,17615033039279.0,18801331.25,361784.353263,914233533362.5,48767.84,48888.61,46853.0,46982.91,40288.35083,1204012,19637.84056,47100.89
982,2021-08-31,47074.77,17615033039279.0,18802437.5,361943.600179,901727297625.0002,46982.91,48246.11,46700.0,47100.89,48645.52737,1300400,24426.21235,48810.52
983,2021-09-01,47155.87,17615033039279.0,18803543.75,362107.936699,918609522818.75,47100.89,49156.0,46512.0,48810.52,49904.65528,1280384,25102.36864,49999.14
984,2021-09-03,49329.01,17615033039279.0,18804650.0,362467.41648,932785858600.0,49246.63,51000.0,48316.84,49999.14,59025.644157,1645163,29625.443383,49915.64
985,2021-09-04,50035.33,17615033039279.0,18805756.25,362655.26885,936489049737.5,49998.0,50535.69,49370.0,49915.64,34664.65959,1225830,16739.70385,51756.88
986,2021-09-05,49947.38,17615033039279.0,18806862.5,362792.590856,936534735343.75,49917.54,51900.0,49450.0,51756.88,40544.835873,1417660,21557.235864,52663.9
987,2021-09-06,51769.06,17615033039279.0,18807975.0,362925.935159,976028107622.3245,51756.88,52780.0,50969.33,52663.9,49249.667081,1678015,24620.352525,46863.73
988,2021-09-07,52677.4,17615033039279.0,18809081.25,363112.965484,984542548950.0,52666.2,52920.0,42843.05,46863.73,123048.802719,3321711,57935.601976,46048.31
989,2021-09-08,46809.17,18403887482923.086,18810200.0,363287.712841,862119581076.2971,46868.57,47340.99,44412.02,46048.31,65069.3152,1796101,31796.7476,46395.14
990,2021-09-09,46078.38,18415156832118.0,18811306.25,363447.40401,876494003412.5,46048.31,47399.97,45513.08,46395.14,50651.66002,1567586,24183.38803,45173.69
991,2021-09-11,44847.48,18415156832118.0,18812412.5,363773.308701,851534445606.25,44842.2,45987.93,44722.22,45173.69,30440.4081,1060890,14804.3426,46025.24
992,2021-09-12,45144.79,18415156832118.0,18813518.75,363933.368107,848668424053.125,45173.68,46460.0,44742.06,46025.24,32094.28052,1179808,15735.45104,44940.73
